MASTERID,LAT,LONG,STRAT,rock_type,Ag_ICP_PPB,As_ICP_PPM,Ba_ICP_PPM,Bi_ICP_PPM,Cd_ICP_PPM,Co_ICP_PPM,Cr_ICP_PPM,Cu_ICP_PPM,Ga_ICP_PPM,Hg_ICP_PPB,Mn_ICP_PPM,Mo_ICP_PPM,Ni_ICP_PPM,Pb_ICP_PPM,Sb_ICP_PPM,Sc_ICP_PPM,Se_ICP_PPM,Sr_ICP_PPM,Te_ICP_PPM,Th_ICP_PPM,Tl_ICP_PPM,U_ICP_PPM,V_ICP_PPM,W_ICP_PPM,Zn_ICP_PPM,La_ICP_PPM,Al_ICP_PPM,Ca_ICP_PPM,Fe_ICP_PPM,K_ICP_PPM,Mg_ICP_PPM,Na_ICP_PPM,P_ICP_PPM,S_ICP_PPM,Ti_ICP_PPM
ID093G073180,53.81553,-122.00539,CPSm,basaltic volcanic rocks,180.0,2.099999905,45.0,0.04,0.3,4.0,62.0,21.86,1.2,65.0,61.0,2.75,11.6,0.69,0.4,2.2,2.9,23.0,-0.02,0.3,0.02,1.3,26.0,-0.1,51.0,3.0,4000.0000600000003,5800.0,5200.0,200.0,1200.0,270.0,350.00000000000006,5600.000000000001,120.0
ID093G073182,53.80644,-122.01104,CPSm,basaltic volcanic rocks,100.0,3.599999905,39.5,0.04,0.3,3.5,113.0,17.53,1.9,35.0,90.0,4.72,13.2,1.48,0.7,2.6,6.4,17.0,-0.02,0.4,0.02,1.6,72.0,-0.1,53.5,2.0,5299.999709999999,8100.000000000001,9400.0,200.0,2500.0,280.0,240.0,8600.0,320.0
ID093G073191,53.83163,-122.0388,CPSm,basaltic volcanic rocks,160.0,2.900000095,37.5,0.04,0.6,2.9,179.5,17.28,1.6,35.0,60.0,5.0,13.2,1.69,0.8,1.7,7.7,24.5,-0.02,0.3,0.04,3.6,38.0,-0.1,74.8,2.5,4900.0001,8900.0,6600.0,200.0,1600.0,260.0,310.0,7400.0,150.0
ID093G073192,53.83793,-122.04482,CPSm,basaltic volcanic rocks,120.0,4.400000095,169.5,0.12,0.42,13.2,75.0,34.0,5.1,80.0,303.0,1.15,31.7,4.51,0.34,6.6,3.5,34.0,-0.02,3.1,0.08,0.8,40.0,-0.1,86.8,10.5,15499.999520000001,8100.000000000001,23700.0,500.0,6200.0,330.0,670.0,2600.0,450.0
ID093G073193,53.83348,-122.04928,CPSm,basaltic volcanic rocks,120.0,2.099999905,30.5,0.06,0.53,3.6,66.5,16.51,1.5,60.0,75.0,3.92,10.7,2.99,0.82,1.5,6.5,29.5,-0.02,0.5,0.04,2.2,30.0,-0.1,65.6,1.5,4099.99996,9000.0,7200.0,200.0,2300.0,250.0,550.0,8800.0,180.0
ID093G073194,53.82222,-122.11089,CPSm,basaltic volcanic rocks,180.0,3.5,186.0,0.12,0.39,12.1,65.0,47.19,5.3,150.0,295.0,1.04,36.9,5.32,0.42,10.1,2.7,29.5,0.02,2.4,0.06,1.2,56.0,-0.1,104.9,9.5,17200.00029,8400.0,25900.0,500.0,6800.000000000001,310.0,670.0,2600.0,450.0
ID093G073195,53.83827,-122.20049,CPSm,basaltic volcanic rocks,140.0,1.299999952,54.0,-0.02,0.29,1.5,14.5,17.0,0.4,110.0,98.0,3.47,17.9,5.742047493403704,0.34,1.4,1.6,94.0,-0.02,0.3,-0.02,0.7,10.0,-0.1,71.7,1.0,1899.99998,18900.0,2300.0,200.0,1400.0000000000002,240.0,600.0,6300.0,50.0
ID093G073196,53.82992,-122.31164,TrJTk,transitional mixed volcanic and sedimentary rocks,660.0,4.099999905,81.5,0.08,2.42,7.6,44.5,46.89,3.2,180.0,416.0,2.57,29.5,4.07,0.48,2.9,9.7,99.0,0.02,0.7,0.08,3.0,26.0,-0.1,91.1,9.5,11900.00057,12000.0,16299.999999999998,400.0,3300.0,310.0,9800.0,5800.0,150.0
ID093G073197,53.83991,-122.33427,TrJTk,basaltic volcaniclastic rocks,940.0,6.800000191,33.0,0.08,2.12,10.7,33.0,71.5,3.3,245.0,338.0,6.21,28.0,2.97,0.84,1.2,6.1,69.0,0.02,0.3,0.08,1.3,40.0,-0.1,124.4,16.5,14400.00057,9400.0,16299.999999999998,300.0,1300.0,300.0,2180.0,10200.0,40.0
ID093G073198,53.85825,-122.30686,TrJTk,basaltic volcaniclastic rocks,640.0,3.599999905,35.5,0.06,1.94,8.7,27.5,67.28,2.8,205.0,194.0,3.57,33.9,1.78,0.78,1.4,6.7,74.5,0.04,0.3,0.1,3.1,30.0,-0.1,123.5,12.0,9900.000100000001,11299.999999999998,13600.000000000002,200.0,1800.0,270.0,1110.0,9200.0,70.0
ID093G073199,53.89895,-122.30562,CPSm,basaltic volcanic rocks,180.0,1.799999952,79.5,0.02,0.5,2.0,15.5,26.53,0.6,85.0,168.0,2.17,22.3,0.05,0.36,0.9,1.6,74.5,-0.02,0.2,0.02,0.7,8.0,-0.1,59.0,2.5,2899.9999199999997,10400.0,2100.0,100.0,1000.0,370.0,460.0,3200.0,40.0
ID093G073200,53.879,-122.44607,TrJTk,basaltic volcaniclastic rocks,540.0,3.900000095,56.5,0.04,0.65,1.7,15.5,49.87,1.9,160.0,331.0,0.98,12.2,1.47,0.34,0.8,6.0,83.0,-0.02,0.2,0.04,1.3,12.0,-0.1,16.6,12.0,5600.00002,10500.0,5500.0,200.0,900.0,270.0,680.0,3400.0000000000005,40.0
ID093G073202,53.83107,-122.45507,TrJTk,basaltic volcaniclastic rocks,700.0,6.300000191,103.0,0.12,0.86,11.3,45.0,120.7,5.1,255.0,584.0,6.21,34.3,5.79,0.36,5.4,4.4,65.0,-0.02,0.7,0.1,1.1,62.0,-0.1,85.0,16.0,22100.00038,9900.0,23900.0,400.0,3800.0,340.0,1930.0,6000.0,270.0
ID093G073203,53.75094,-122.50816,TrJTk,"mudstone, siltstone, shale fine clastic sedimentary rocks",480.0,8.699999809,232.5,0.18,1.6,19.4,78.5,59.78,8.7,105.0,845.0,1.8,55.7,8.15,0.82,11.2,4.0,58.0,0.04,5.5,0.18,1.4,80.0,-0.1,163.1,18.0,32699.999809999998,7100.0,50100.0,900.0,11600.0,450.0,1500.0,2000.0,730.0
ID093G073204,53.72787,-122.52965,MJqm,quartz monzonitic intrusive rocks,620.0,5.199999809,58.5,0.16,1.29,12.0,79.5,53.62,5.3,195.0,503.0,4.51,58.6,3.48,0.4,8.4,7.7,78.5,0.04,2.4,0.14,5.8,48.0,-0.1,112.0,14.5,23299.99924,12200.0,23000.0,500.0,5000.0,340.0,1060.0,9200.0,400.0
ID093G073205,53.72787,-122.52965,MJqm,quartz monzonitic intrusive rocks,620.0,5.099999905,57.5,0.14,1.31,12.0,83.0,56.24,5.4,195.0,506.0,4.67,60.3,3.23,0.38,8.9,7.8,80.0,0.02,2.5,0.14,6.0,48.0,-0.1,116.2,15.5,23199.999330000002,12700.0,23400.0,500.0,5100.0,360.0,9900.0,10200.0,410.0
ID093G073206,53.73643,-122.7899,TrJTk,calc-alkaline volcanic rocks,240.0,3.0,124.0,0.06,0.77,5.7,37.0,33.95,3.3,130.0,162.0,1.43,33.7,1.73,0.44,1.9,2.5,71.0,-0.02,0.6,0.06,1.3,24.0,-0.1,97.9,7.5,11299.99995,10000.0,10400.0,300.0,3000.0,320.0,1090.0,3600.0,150.0
ID093G073207,53.71861,-122.78535,TrJTk,calc-alkaline volcanic rocks,280.0,4.0,158.5,0.08,0.57,7.2,58.0,35.55,4.5,130.0,341.0,1.76,42.2,2.81,0.52,3.4,3.3,66.5,-0.02,0.7,0.1,2.2,36.0,-0.1,87.7,13.5,16200.00005,9600.0,15600.0,400.0,4000.0,340.0,1400.0000000000002,3400.0000000000005,220.0
ID093G073209,53.71316,-122.79948,TrJTk,volcaniclastic rocks,200.0,2.900000095,91.0,0.04,0.45,4.1,25.0,22.81,1.1,85.0,371.0,3.89,28.1,5.742047493403704,0.72,1.4,2.1,75.0,-0.02,0.5,0.06,0.6,12.0,-0.1,131.4,2.5,4399.99998,12900.0,8600.0,200.0,1600.0,330.0,880.0,6600.0,80.0
ID093G073210,53.72676,-122.85874,TrJTk,volcaniclastic rocks,300.0,5.599999905,230.0,0.12,0.48,11.9,48.5,44.04,7.3,105.0,623.0,1.33,49.3,7.06,0.56,9.4,2.3,65.5,0.04,2.5,0.12,1.3,64.0,-0.1,117.3,15.0,24500.000480000002,8000.0,28400.0,700.0000000000001,8100.000000000001,660.0,1280.0,2200.0,490.0
ID093G073211,53.70188,-122.84677,TrJTk,volcaniclastic rocks,280.0,5.0,211.0,0.1,0.47,12.1,55.5,41.83,7.6,110.0,570.0,1.17,49.6,5.54,0.48,9.7,2.0,65.5,0.02,3.1,0.12,1.3,60.0,-0.1,120.2,14.0,25599.999429999996,7900.0,30800.0,700.0000000000001,8900.0,660.0,1360.0,2200.0,550.0
ID093G073212,53.69185,-123.11887,MTrCc,mudstone/laminite fine clastic sedimentary rocks,160.0,5.699999809,99.0,0.04,0.58,7.4,20.5,17.32,1.4,65.0,390.0,10.11,25.7,0.07,0.5,1.5,1.6,103.0,0.04,0.7,0.04,9.9,22.0,-0.1,145.1,2.5,4300.00007,11200.000000000002,9300.0,200.0,4300.0,380.0,960.0,6400.0,150.0
ID093G073213,53.67892,-123.12345,MTrCc,mudstone/laminite fine clastic sedimentary rocks,180.0,14.39999962,324.0,0.12,0.5,13.6,37.5,35.0,6.4,40.0,1614.0,7.76,30.0,4.15,0.48,7.2,1.6,45.0,0.02,2.1,0.12,0.7,62.0,-0.1,207.5,10.5,22100.00038,5900.0,63900.0,700.0000000000001,5900.0,500.0,12370.000000000002,2800.0000000000005,480.0
ID093G073214,53.67041,-123.12362,MTrCc,mudstone/laminite fine clastic sedimentary rocks,120.0,4.800000191,225.0,0.12,0.39,12.7,54.0,37.21,6.8,55.0,433.0,3.56,38.9,3.74,0.58,9.0,2.0,61.0,0.04,2.4,0.1,1.9,72.0,-0.1,112.4,11.5,21400.00105,10100.0,29800.0,600.0,7700.0,540.0,2140.0,4000.0,720.0
ID093G073215,53.66977,-123.1988,MTrCc,basaltic volcanic rocks,180.0,2.200000048,35.5,0.02,0.31,2.8,17.5,34.6,0.8,110.0,277.0,10.11,60.9,5.742047493403704,0.56,1.6,3.4,84.5,-0.02,0.4,0.04,1.2,10.0,-0.1,49.0,2.5,3100.00002,14900.0,5000.0,200.0,2300.0,490.0,530.0,12600.0,80.0
ID093G073216,53.705,-123.24011,MTrCc,basaltic volcanic rocks,340.0,4.699999809,230.0,0.14,0.56,7.7,61.0,48.23,8.8,95.0,221.0,2.12,82.0,3.58,0.64,8.2,2.7,83.0,0.02,1.6,0.12,4.6,52.0,-0.1,71.5,19.0,29100.00086,10800.0,22400.000000000004,500.0,6800.000000000001,470.0,930.0,2600.0,200.0
ID093G073217,53.7047,-123.27436,PJog,"granite, alkali feldspar granite intrusive rocks",440.0,4.400000095,121.5,0.18,1.3,10.7,107.5,57.2,5.2,140.0,215.0,3.59,202.7,2.44,1.06,8.7,3.0,52.5,-0.02,1.6,0.12,1.8,38.0,-0.1,78.3,14.5,17000.00048,9000.0,22700.0,400.0,7500.0,340.0,640.0,6200.0,270.0
ID093G073218,53.74164,-123.27247,MTrCc,basaltic volcanic rocks,380.0,5.699999809,33.5,0.08,0.46,10.0,90.5,60.34,2.4,130.0,261.0,3.92,163.2,1.37,0.96,3.2,5.0,74.5,-0.02,0.9,0.06,2.9,24.0,-0.1,74.2,6.5,7599.9999,15400.0,17400.0,200.0,5900.0,310.0,800.0,13200.0,170.0
ID093G073219,53.76666,-123.29686,MTrCc,basaltic volcanic rocks,160.0,8.699999809,113.5,0.08,0.28,8.3,113.5,37.54,4.0,85.0,339.0,4.47,181.6,1.39,0.6,4.7,2.3,56.0,-0.02,1.6,0.06,2.1,44.0,-0.1,56.2,9.5,8000.000120000001,7800.0,17200.0,400.0,5100.0,470.0,910.0,4000.0,590.0
ID093G073220,53.76367,-123.33459,MTrCc,basaltic volcanic rocks,240.0,5.300000191,77.0,0.1,0.57,6.8,55.0,27.21,3.2,120.0,193.0,4.81,123.5,3.75,0.4,4.4,2.1,62.5,-0.02,1.2,0.08,3.1,28.0,-0.1,63.1,10.0,10000.0,8600.0,11800.0,300.0,4300.0,370.0,690.0000000000001,3600.0,270.0
ID093G073222,53.76403,-123.41299,MTrCc,basaltic volcanic rocks,60.0,9.100000381,50.0,-0.02,0.22,2.5,11.0,12.92,0.3,45.0,790.0,8.14,37.4,1.95,0.42,0.8,0.7,99.5,-0.02,0.2,0.04,1.2,6.0,-0.1,66.4,0.5,900.0000399999999,17100.0,10400.0,200.0,2600.0,350.00000000000006,810.0,6400.0,30.0
ID093G073223,53.76403,-123.41299,MTrCc,basaltic volcanic rocks,80.0,9.199999809,51.5,-0.02,0.21,2.4,12.0,13.39,0.3,45.0,794.0,8.27,36.8,2.61,0.4,0.7,0.9,103.0,-0.02,0.2,0.02,1.1,6.0,-0.1,68.1,0.5,1000.0000100000001,17500.0,10800.0,200.0,2700.0,350.00000000000006,820.0,6600.0,30.0
ID093G073224,53.74264,-123.44495,MTrCc,basaltic volcanic rocks,120.0,2.599999905,49.0,0.02,0.27,2.9,18.5,13.33,0.9,60.0,217.0,2.56,28.5,1.14,0.42,1.0,1.1,84.5,-0.02,0.3,-0.02,0.4,10.0,-0.1,69.4,2.0,3100.00002,13300.0,4000.0,200.0,2500.0,730.0,790.0,3400.0000000000005,90.0
ID093G073225,53.66892,-123.4909,PJog,basaltic volcanic rocks,300.0,4.900000095,136.0,0.08,0.53,11.8,67.5,40.07,6.0,85.0,272.0,3.31,87.6,2.38,0.7,5.9,2.8,56.5,-0.02,1.1,0.1,2.1,72.0,-0.1,169.5,14.0,18999.99976,7400.0,23500.0,400.0,4700.0,420.0,1110.0,3400.0000000000005,410.0
ID093G073226,53.68363,-123.51716,PJog,basaltic volcanic rocks,200.0,8.5,77.0,0.04,0.26,8.8,91.0,44.27,3.9,140.0,311.0,6.58,438.7,2.96,0.84,4.9,2.8,58.0,-0.02,1.0,0.08,5.8,54.0,-0.1,56.0,12.5,10399.99962,8700.0,17300.0,300.0,6100.0,470.0,1310.0,6800.000000000001,340.0
ID093G073227,53.69992,-123.52583,PJog,basaltic volcanic rocks,200.0,11.5,62.0,0.06,0.3,10.2,108.5,44.48,4.6,150.0,342.0,7.15,486.2,3.66,0.76,6.3,3.3,59.5,0.04,1.4,0.1,5.1,56.0,-0.1,63.1,14.0,12200.00029,9100.0,22300.0,300.0,6700.0,470.0,1270.0,8000.0,420.0
ID093G073228,53.68206,-123.56544,PJog,basaltic volcanic rocks,240.0,4.099999905,97.0,0.06,0.36,7.9,43.5,47.65,3.3,125.0,150.0,8.82,48.2,5.742047493403704,0.54,4.5,2.4,59.0,-0.02,1.5,0.12,5.5,34.0,-0.1,71.6,10.5,8600.00014,7500.0,8400.0,200.0,2600.0,350.00000000000006,600.0,3600.0,310.0
ID093G073229,53.68795,-123.57585,PJog,basaltic volcanic rocks,340.0,3.099999905,167.0,0.1,0.38,5.2,48.5,52.8,4.7,100.0,140.0,8.64,45.7,2.12,0.68,2.3,2.4,56.5,0.02,0.5,0.14,2.4,52.0,-0.1,111.4,10.5,13700.00005,6800.000000000001,8900.0,300.0,3000.0,390.0,940.0,3200.0,250.0
ID093G073230,53.6746,-123.62936,ETgd,granodioritic intrusive rocks,240.0,10.19999981,232.0,0.14,0.23,5.7,62.5,68.43,12.3,250.0,320.0,1.06,41.7,2.11,0.72,12.5,7.0,88.0,0.02,3.3,0.12,155.3,54.0,-0.1,39.1,57.5,28399.99914,10000.0,19200.0,400.0,3900.0,450.0,960.0,1600.0,310.0
ID093G073231,53.69812,-123.64299,ETOo,dacitic volcanic rocks,280.0,3.200000048,179.0,0.1,0.23,5.9,89.0,40.19,9.3,150.0,203.0,1.8,40.9,2.03,0.56,8.3,2.4,58.0,-0.02,1.2,0.14,3.5,44.0,-0.1,94.6,18.0,29200.00076,6000.0,19300.0,500.0,4100.0,440.0,920.0,1800.0,560.0
ID093G073233,53.70959,-123.63946,ETOo,dacitic volcanic rocks,160.0,3.200000048,87.0,0.04,0.32,4.4,49.5,24.11,3.2,65.0,111.0,0.94,26.1,1.12,0.32,1.8,1.0,52.0,-0.02,0.4,0.04,1.4,28.0,-0.1,60.5,6.5,7500.0,7000.0,8200.0,200.0,1500.0,370.0,790.0,1800.0,240.0
ID093G073234,53.72179,-123.61655,MTrCc,basaltic volcanic rocks,100.0,1.700000048,81.0,0.04,0.14,3.6,93.0,17.62,3.7,35.0,169.0,2.53,22.0,2.62,0.34,2.2,1.0,41.5,-0.02,0.5,0.04,0.4,34.0,-0.1,68.1,9.0,7699.99981,4100.0,8800.0,300.0,2000.0,640.0,610.0,1200.0,380.0
ID093G073235,53.71139,-123.57538,PJog,basaltic volcanic rocks,120.0,25.89999962,111.0,0.06,0.24,9.3,111.0,17.44,3.6,95.0,350.0,3.41,32.2,2.19,0.56,3.7,2.2,59.5,-0.02,1.8,0.14,7.5,50.0,-0.1,65.6,11.5,6800.00007,7500.0,17200.0,300.0,3100.0,600.0,760.0,4200.0,520.0
ID093G073236,53.72249,-123.5802,MTrCc,basaltic volcanic rocks,200.0,30.20000076,97.5,0.08,0.21,10.4,138.5,28.65,4.4,95.0,378.0,6.91,47.6,1.86,0.68,5.2,3.2,63.5,-0.02,3.0,0.14,11.0,82.0,-0.1,67.6,13.5,9900.000100000001,8300.0,25600.0,300.0,4400.0,670.0,1090.0,6600.0,709.9999999999999
ID093G073237,53.72953,-123.60047,MTrCc,basaltic volcanic rocks,140.0,29.89999962,110.0,0.08,0.24,9.8,143.5,33.32,4.8,100.0,470.0,8.36,45.3,1.82,0.78,5.9,3.4,61.5,0.02,2.4,0.1,10.7,100.0,-0.1,63.7,12.5,10499.999520000001,7900.0,23600.0,300.0,4000.0,670.0,1120.0,6200.0,620.0
ID093G073238,53.7354,-123.58653,MTrCc,basaltic volcanic rocks,120.0,22.0,85.5,0.06,0.2,6.2,95.5,25.87,3.3,80.0,381.0,5.73,32.6,1.04,0.62,4.5,2.4,41.5,-0.02,1.7,0.06,7.1,78.0,-0.1,52.4,10.0,7300.00019,5400.0,17300.0,200.0,2800.0000000000005,530.0,830.0,4400.0,400.0
ID093G073239,53.73697,-123.56296,MTrCc,basaltic volcanic rocks,220.0,4.5,92.5,0.06,0.59,12.4,49.5,32.21,3.3,50.0,296.0,3.94,57.6,0.14,0.52,2.5,1.4,45.0,-0.02,0.8,0.06,0.6,60.0,-0.1,135.3,7.5,7400.0001,6500.0,12200.0,200.0,3000.0,380.0,780.0,2200.0,310.0
ID093G073240,53.75719,-123.50097,MTrCc,basaltic volcanic rocks,120.0,5.900000095,57.0,0.04,0.27,7.7,36.5,24.44,2.3,80.0,237.0,4.58,45.6,5.742047493403704,0.58,2.8,1.6,56.0,-0.02,1.0,0.06,1.6,36.0,-0.1,87.0,6.5,6299.99995,16500.0,14800.0,100.0,4200.0,440.0,960.0,4600.0,290.0
ID093G073242,53.78089,-123.42523,MTrCc,basaltic volcanic rocks,140.0,9.899999619,58.5,0.02,0.22,8.7,48.5,22.02,1.5,75.0,326.0,2.66,53.8,0.73,0.4,2.5,1.5,60.0,-0.02,0.8,0.06,1.1,28.0,-0.1,91.9,4.5,4099.99996,17500.0,42900.0,100.0,2700.0,420.0,930.0,4000.0,220.0
ID093G073243,53.78089,-123.42523,MTrCc,basaltic volcanic rocks,120.0,9.899999619,57.5,0.02,0.23,8.6,47.5,22.27,1.5,75.0,326.0,2.59,54.5,1.23,0.4,2.6,1.4,59.0,0.02,0.8,0.06,1.1,28.0,-0.1,88.3,4.5,4300.00007,17100.0,43800.0,-100.0,2700.0,380.0,940.0,3800.0,220.0
ID093G073244,53.77695,-123.40189,MTrCc,basaltic volcanic rocks,80.0,7.599999905,89.5,0.04,0.17,6.8,104.0,24.79,3.5,60.0,259.0,3.64,162.5,2.56,0.36,4.2,1.4,53.0,0.02,2.2,0.08,1.7,34.0,-0.1,58.5,12.0,7599.9999,9800.0,15400.0,200.0,4600.0,709.9999999999999,770.0,2800.0000000000005,750.0
ID093G073245,53.78131,-123.32715,MTrCc,basaltic volcanic rocks,80.0,4.099999905,137.5,0.04,0.1,7.3,103.0,11.61,3.9,60.0,434.0,0.91,94.9,0.92,0.22,3.9,1.0,52.0,0.02,3.1,0.1,0.9,42.0,-0.1,52.5,12.5,8100.00002,7400.0,23300.0,200.0,4700.0,650.0,1010.0000000000001,600.0,800.0
ID093G073246,53.77882,-123.31443,MTrCc,basaltic volcanic rocks,100.0,5.300000191,79.0,0.06,0.14,6.1,77.0,22.56,3.1,70.0,363.0,3.02,126.6,0.91,0.4,3.5,1.3,42.5,-0.02,1.7,0.06,1.3,40.0,-0.1,39.9,9.0,7200.000290000001,9300.0,15800.0,100.0,4100.0,440.0,810.0,1800.0,530.0
ID093G073247,53.73859,-123.23781,MTrCc,basaltic volcanic rocks,220.0,16.10000038,53.0,0.06,0.42,12.1,59.5,60.52,2.5,5.0,371.0,3.18,142.8,1.16,0.16,3.6,1.1,57.0,-0.02,1.0,0.12,3.2,46.0,-0.1,91.3,8.0,8199.99993,17000.0,14400.0,100.0,5400.0,330.0,520.0,4600.0,280.0
ID093G073248,53.72625,-123.18001,MTrCc,mudstone/laminite fine clastic sedimentary rocks,280.0,7.300000191,159.5,0.14,0.56,16.3,76.0,59.17,8.0,20.0,543.0,2.62,77.0,4.86,0.22,10.2,1.4,48.0,0.02,2.9,0.16,0.9,114.0,-0.1,169.0,17.5,29300.000669999998,11399.999999999998,34600.0,400.0,8400.0,440.0,1270.0,1800.0,1120.0
ID093G073249,53.70733,-123.09914,TrJTk,volcaniclastic rocks,280.0,4.699999809,142.5,0.08,1.08,9.3,28.0,37.26,3.6,60.0,317.0,3.86,35.4,2.73,0.5,1.2,1.3,37.5,-0.02,0.7,0.04,0.3,48.0,-0.1,121.8,7.5,12100.00038,5900.0,12300.0,200.0,2700.0,370.0,1390.0000000000002,1600.0,110.0
ID093G073250,53.77141,-123.24901,MTrCc,"limestone, marble, calcareous sedimentary rocks",140.0,17.70000076,32.0,0.04,0.35,2.3,26.0,22.05,0.8,65.0,186.0,9.02,67.7,2.77,3.64,1.1,3.0,49.0,-0.02,0.4,0.04,3.2,10.0,-0.1,48.6,2.0,2500.0,24800.0,8600.0,-100.0,2700.0,660.0,570.0,14200.0,100.0
ID093G073251,53.7815,-123.28454,MTrCc,"limestone, marble, calcareous sedimentary rocks",140.0,14.0,44.5,0.16,0.49,4.7,76.5,47.1,1.4,75.0,258.0,17.11,258.9,2.04,2.42,1.5,1.9,42.0,0.02,0.6,0.06,5.0,22.0,0.1,48.0,4.0,3100.00002,13100.0,8000.0,-100.0,3400.0000000000005,380.0,700.0000000000001,8000.0,220.0
ID093G073253,53.78233,-123.30637,MTrCc,basaltic volcanic rocks,60.0,5.699999809,76.0,0.04,0.08,4.2,118.0,11.97,2.5,30.0,192.0,2.91,78.1,2.39,0.3,2.0,0.8,38.5,-0.02,2.0,0.06,0.9,22.0,-0.1,40.7,8.5,4600.00008,6200.0,12000.0,100.0,2900.0,610.0,530.0,1000.0,490.0
ID093G073254,53.78951,-123.30149,MTrCc,"limestone, marble, calcareous sedimentary rocks",260.0,18.39999962,72.5,0.18,0.7,4.9,40.0,31.57,1.3,75.0,260.0,5.86,30.6,2.1,5.78,1.3,1.6,38.5,0.04,1.0,0.04,1.6,28.0,0.1,101.4,3.5,3300.00013,22100.0,31300.0,-100.0,2100.0,350.00000000000006,1780.0,3800.0,150.0
ID093G073255,53.80502,-123.42144,MTrCc,basaltic volcanic rocks,80.0,17.79999924,141.5,-0.02,0.15,4.5,15.0,6.89,0.6,40.0,1934.0,2.77,16.1,5.742047493403704,0.16,1.9,0.8,46.0,-0.02,0.5,0.04,0.2,26.0,-0.1,61.7,1.0,1400.0000100000002,15100.0,137400.0,200.0,1600.0,280.0,10990.0,3400.0000000000005,70.0
ID093G073256,53.78949,-123.46769,MTrCc,basaltic volcanic rocks,80.0,8.5,112.0,-0.02,0.16,2.9,9.5,10.29,0.5,55.0,1639.0,3.47,16.2,5.742047493403704,0.26,1.0,0.7,60.0,-0.02,0.3,0.04,0.7,16.0,-0.1,52.5,1.0,1599.99996,17600.0,69900.0,100.0,1700.0000000000002,330.0,6050.0,3600.0,50.0
ID093G073257,53.79458,-123.49729,MTrCc,basaltic volcanic rocks,80.0,5.099999905,74.0,-0.02,0.31,5.1,11.0,12.21,0.5,45.0,258.0,3.6,22.1,5.742047493403704,0.32,0.6,0.7,50.5,-0.02,0.2,0.04,0.7,16.0,-0.1,117.8,2.0,1500.0000599999998,13600.000000000002,15300.0,-100.0,1600.0,240.0,709.9999999999999,2400.0,70.0
ID093G073258,53.79391,-123.53573,MTrCc,basaltic volcanic rocks,100.0,1.100000024,57.5,-0.02,0.19,1.8,7.5,6.26,0.4,30.0,268.0,4.24,9.2,5.742047493403704,0.2,0.3,0.6,67.0,-0.02,0.2,-0.02,0.5,6.0,-0.1,72.7,1.0,1199.99997,20299.999999999996,5300.0,-100.0,2600.0,360.0,820.0,2400.0,50.0
ID093G073259,53.79006,-123.55135,MTrCc,basaltic volcanic rocks,80.0,2.299999952,67.5,-0.02,0.21,3.3,14.5,7.99,0.6,45.0,266.0,2.81,16.1,0.52,0.22,0.4,0.6,75.5,-0.02,0.2,-0.02,0.2,8.0,-0.1,57.6,1.5,1800.0000699999998,22200.000000000004,5699.999999999999,-100.0,3400.0000000000005,310.0,780.0,2000.0,90.0
ID093G073260,53.76836,-123.62144,MTrCc,basaltic volcanic rocks,180.0,1.5,164.5,0.08,0.32,2.8,43.0,19.41,4.7,60.0,255.0,1.51,13.7,2.48,0.22,0.7,0.7,31.5,-0.02,0.1,0.06,0.4,20.0,-0.1,113.6,6.5,11599.999670000001,4600.0,6500.0,200.0,1800.0,290.0,1160.0,600.0,210.0
ID093G073262,53.74554,-123.60628,MTrCc,basaltic volcanic rocks,80.0,27.10000038,93.0,0.06,0.16,4.3,66.5,21.72,2.4,80.0,880.0,3.49,24.6,3.4,0.58,3.4,1.6,27.0,-0.02,1.5,0.06,5.2,72.0,-0.1,40.5,8.0,5500.000120000001,5900.0,26600.0,-100.0,2300.0,370.0,3690.0,3000.0,300.0
ID093G073263,53.67825,-123.74905,ETOo,dacitic volcanic rocks,360.0,2.400000095,81.0,0.06,0.43,5.5,37.5,27.54,4.6,105.0,98.0,1.34,26.0,2.53,0.38,3.1,2.7,39.0,-0.02,0.3,0.08,1.2,36.0,-0.1,65.7,21.0,14500.000479999999,6800.000000000001,8100.000000000001,-100.0,2300.0,270.0,780.0,2200.0,260.0
ID093G073264,53.72209,-123.77109,PJml,lower amphibolite/kyanite grade metamorphic rocks,400.0,2.599999905,140.0,0.08,0.49,7.2,47.5,46.75,4.6,120.0,146.0,3.83,46.9,0.25,0.6,1.0,2.0,47.5,-0.02,0.2,0.12,0.9,64.0,-0.1,121.8,14.0,15700.00052,7900.0,9000.0,-100.0,2100.0,280.0,1220.0,1800.0,80.0
ID093G073265,53.7534,-123.7799,PJml,lower amphibolite/kyanite grade metamorphic rocks,160.0,2.900000095,128.5,0.06,0.11,2.0,18.0,26.03,1.5,80.0,309.0,6.42,33.6,5.742047493403704,0.32,1.6,1.5,73.5,-0.02,0.6,0.04,6.9,18.0,-0.1,20.0,4.5,3899.9998600000004,22500.0,6500.0,-100.0,2100.0,270.0,610.0,2400.0,90.0
